Reading #,Method Name,User Factor Name,Test Label,Grid ID,Latitude,Longitude,Elevation,Pseudo Element Config Name,Date,Time, Units,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error 1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error 1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error 1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error 1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error 1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error 1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error 1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error 1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error 1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error 1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error 1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error 1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error 1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error 1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error 1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error 1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error 1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error 1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error 1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error 1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error 1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error 1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error 1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error 1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error 1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error 1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error 1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error 1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error 1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error 1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error 1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error 1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error 1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error 1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error 1s,info
21,Geochem(2),,21,B10,33.6012001,-101.8970032,956.4860229,,5/8/18,13:31:11,ppm,,,3994,1006,,,,74753,386,,,,271500,567,,,,<LOD,173,,,,107,13,,,,12853,42,,,,<LOD,323,,,,2564,47,,,,46,5,,,,23,7,,,,208,7,,,,16515,48,,,,<LOD,43,,,,23,2,,,,12,1,,,,36,1,,,,5,0,,,,<LOD,1,,,,56,1,,,,51,1,,,,13,0,,,,291,1,,,,9,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,10,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,616921,915,
22,Geochem(2),,22,C01,33.60110092,-101.8970032,963.3870239,,5/8/18,13:33:20,ppm,,,<LOD,5524,,,,67364,378,,,,269734,519,,,,<LOD,184,,,,87,14,,,,12856,42,,,,<LOD,345,,,,3198,52,,,,54,6,,,,45,8,,,,262,8,,,,17621,49,,,,<LOD,46,,,,18,2,,,,14,1,,,,42,1,,,,5,0,,,,<LOD,1,,,,58,1,,,,61,1,,,,18,1,,,,355,1,,,,12,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,628171,689,
23,Geochem(2),,23,C02,33.60110092,-101.8970032,964.6849976,,5/8/18,13:35:17,ppm,,,<LOD,11528,,,,62757,397,,,,238982,519,,,,<LOD,232,,,,102,15,,,,12383,43,,,,190,19,,,,3091,53,,,,50,6,,,,50,8,,,,245,8,,,,19582,56,,,,<LOD,52,,,,16,3,,,,19,2,,,,47,1,,,,6,1,,,,<LOD,1,,,,68,1,,,,72,1,,,,19,1,,,,277,1,,,,14,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,13,1,,,,<LOD,13,,,,15,2,,,,<LOD,6,,,,661994,711,
24,Geochem(2),,24,C03,33.60110092,-101.8970032,963.8699951,,5/8/18,13:37:02,ppm,,,<LOD,10289,,,,68588,401,,,,260409,535,,,,<LOD,207,,,,97,15,,,,14655,47,,,,<LOD,370,,,,3185,54,,,,41,6,,,,34,8,,,,267,8,,,,20428,57,,,,<LOD,52,,,,22,3,,,,16,2,,,,48,1,,,,6,1,,,,<LOD,1,,,,66,1,,,,65,1,,,,16,1,,,,275,1,,,,16,1,,,,8,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,13,,,,18,2,,,,<LOD,6,,,,631727,727,
25,Geochem(2),,25,C04,33.60110092,-101.8970032,962.6290283,,5/8/18,13:38:55,ppm,,,<LOD,10118,,,,66966,390,,,,260027,526,,,,<LOD,201,,,,80,14,,,,12598,43,,,,<LOD,369,,,,3091,52,,,,48,6,,,,38,8,,,,156,7,,,,19171,53,,,,<LOD,50,,,,18,3,,,,16,2,,,,44,1,,,,7,1,,,,<LOD,1,,,,61,1,,,,60,1,,,,16,1,,,,267,1,,,,12,1,,,,5,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,11,2,,,,3,1,,,,637295,707,
26,Geochem(2),,26,C05,33.60110092,-101.8970032,962.367981,,5/8/18,13:40:38,ppm,,,<LOD,5501,,,,75358,393,,,,262357,506,,,,<LOD,184,,,,<LOD,113,,,,13245,42,,,,<LOD,349,,,,3072,51,,,,48,6,,,,40,7,,,,236,8,,,,18338,50,,,,<LOD,47,,,,14,2,,,,16,1,,,,42,1,,,,6,0,,,,<LOD,1,,,,61,1,,,,60,1,,,,16,1,,,,276,1,,,,12,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,626780,691,
27,Geochem(2),,27,C06,33.60110092,-101.8970032,961.2990112,,5/8/18,13:42:34,ppm,,,3709,1085,,,,71971,398,,,,266344,591,,,,<LOD,190,,,,62,14,,,,12988,45,,,,<LOD,351,,,,2947,51,,,,53,6,,,,23,7,,,,202,7,,,,18839,55,,,,<LOD,48,,,,22,3,,,,14,1,,,,40,1,,,,7,1,,,,<LOD,1,,,,63,1,,,,57,1,,,,15,1,,,,261,1,,,,12,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,16,5,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,622327,973,
28,Geochem(2),,28,C07,33.60110092,-101.8970032,960.5390015,,5/8/18,13:44:26,ppm,,,4440,1066,,,,73912,398,,,,242897,547,,,,<LOD,195,,,,55,13,,,,12766,43,,,,<LOD,369,,,,2727,48,,,,59,5,,,,35,7,,,,194,7,,,,19265,55,,,,<LOD,48,,,,19,2,,,,15,1,,,,45,1,,,,6,0,,,,<LOD,1,,,,62,1,,,,56,1,,,,15,0,,,,275,1,,,,10,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,11,1,,,,<LOD,11,,,,8,2,,,,<LOD,5,,,,643125,964,
29,Geochem(2),,29,C08,33.60110092,-101.8970032,960.0560303,,5/8/18,13:46:27,ppm,,,<LOD,5898,,,,74387,400,,,,257045,512,,,,<LOD,198,,,,96,14,,,,13564,44,,,,<LOD,367,,,,2847,50,,,,40,6,,,,41,7,,,,183,7,,,,18874,52,,,,<LOD,49,,,,22,3,,,,18,2,,,,43,1,,,,5,0,,,,<LOD,1,,,,62,1,,,,55,1,,,,14,1,,,,283,1,,,,12,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,632382,702,
30,Geochem(2),,30,C09,33.60110092,-101.8970032,960.947998,,5/8/18,13:48:21,ppm,,,<LOD,5235,,,,74753,386,,,,272525,512,,,,<LOD,178,,,,97,13,,,,13016,42,,,,<LOD,335,,,,2693,48,,,,40,5,,,,40,7,,,,197,7,,,,18554,49,,,,<LOD,47,,,,17,2,,,,14,1,,,,42,1,,,,6,0,,,,<LOD,1,,,,60,1,,,,54,1,,,,14,0,,,,269,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,10,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,617580,688,
31,Geochem(2),,31,C10,33.60110092,-101.8970032,951.7579956,,5/8/18,13:50:11,ppm,,,<LOD,5284,,,,73290,383,,,,275419,515,,,,<LOD,177,,,,81,13,,,,13377,42,,,,<LOD,330,,,,2603,48,,,,52,5,,,,30,7,,,,141,7,,,,17870,48,,,,<LOD,46,,,,18,2,,,,13,1,,,,43,1,,,,6,0,,,,<LOD,1,,,,59,1,,,,54,1,,,,16,0,,,,262,1,,,,12,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,9,1,,,,<LOD,12,,,,8,2,,,,<LOD,5,,,,616633,688,
32,Geochem(2),,32,D01,33.60110092,-101.8970032,942.2639771,,5/8/18,13:52:14,ppm,,,<LOD,10649,,,,70719,408,,,,249128,525,,,,<LOD,210,,,,56,15,,,,12898,44,,,,<LOD,395,,,,3111,53,,,,61,6,,,,45,8,,,,309,9,,,,21633,59,,,,<LOD,54,,,,22,3,,,,16,2,,,,56,1,,,,7,1,,,,<LOD,1,,,,72,1,,,,76,1,,,,19,1,,,,283,1,,,,14,1,,,,4,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,13,2,,,,3,1,,,,641441,725,
33,Geochem(2),,33,D02,33.60110092,-101.8970032,942.2639771,,5/8/18,13:54:15,ppm,,,3504,1009,,,,73668,387,,,,268278,571,,,,<LOD,172,,,,94,13,,,,14409,46,,,,<LOD,340,,,,3468,52,,,,73,6,,,,50,8,,,,316,8,,,,21713,59,,,,<LOD,50,,,,20,2,,,,20,1,,,,53,1,,,,7,1,,,,<LOD,1,,,,74,1,,,,75,1,,,,20,1,,,,303,1,,,,14,1,,,,4,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,8,2,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,12,2,,,,<LOD,5,,,,613806,927,
34,Geochem(2),,34,D03,33.60100174,-101.8970032,933.1859741,,5/8/18,13:56:15,ppm,,,<LOD,10166,,,,70335,401,,,,260783,533,,,,<LOD,206,,,,96,15,,,,14369,46,,,,64,20,,,,3532,55,,,,65,6,,,,32,8,,,,380,9,,,,22670,60,,,,<LOD,55,,,,24,3,,,,23,2,,,,55,1,,,,7,1,,,,<LOD,1,,,,77,1,,,,79,1,,,,20,1,,,,287,1,,,,15,1,,,,8,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,15,2,,,,3,1,,,,627046,729,
35,Geochem(2),,35,D04,33.60100174,-101.8970032,930.914978,,5/8/18,13:58:27,ppm,,,<LOD,5170,,,,69303,372,,,,273546,514,,,,<LOD,176,,,,<LOD,108,,,,12714,41,,,,<LOD,329,,,,3169,51,,,,65,6,,,,35,7,,,,253,8,,,,19403,51,,,,<LOD,48,,,,19,2,,,,18,1,,,,45,1,,,,6,1,,,,<LOD,1,,,,65,1,,,,64,1,,,,18,1,,,,304,1,,,,13,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,6,2,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,6,2,,,,2,1,,,,620931,684,
36,Geochem(2),,36,D05,33.60100174,-101.8970032,938.5720215,,5/8/18,14:00:26,ppm,,,<LOD,5689,,,,73072,392,,,,258696,510,,,,<LOD,195,,,,88,14,,,,13577,43,,,,<LOD,363,,,,3028,51,,,,57,6,,,,40,7,,,,273,8,,,,19798,53,,,,<LOD,49,,,,24,3,,,,18,2,,,,47,1,,,,7,1,,,,<LOD,1,,,,65,1,,,,62,1,,,,17,1,,,,253,1,,,,13,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,11,2,,,,3,1,,,,630835,698,
37,Geochem(2),,37,D06,33.60100174,-101.8970032,940.2410278,,5/8/18,14:02:12,ppm,,,<LOD,5300,,,,76512,391,,,,270127,513,,,,<LOD,183,,,,104,13,,,,14104,44,,,,<LOD,348,,,,2892,50,,,,50,6,,,,42,7,,,,199,7,,,,19286,51,,,,<LOD,48,,,,18,3,,,,15,1,,,,45,1,,,,6,0,,,,<LOD,1,,,,64,1,,,,60,1,,,,16,1,,,,263,1,,,,12,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,40,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,616159,697,
38,Geochem(2),,38,D07,33.60100174,-101.8970032,937.2420044,,5/8/18,14:04:11,ppm,,,<LOD,6347,,,,71916,409,,,,244069,515,,,,<LOD,217,,,,72,15,,,,12776,44,,,,<LOD,396,,,,2801,52,,,,52,6,,,,31,8,,,,213,8,,,,18633,53,,,,<LOD,50,,,,15,3,,,,16,2,,,,42,1,,,,6,1,,,,<LOD,1,,,,62,1,,,,57,1,,,,17,1,,,,260,1,,,,12,1,,,,8,1,,,,<LOD,19,,,,<LOD,21,,,,19,6,,,,<LOD,42,,,,<LOD,11,,,,3,1,,,,11,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,648899,714,
39,Geochem(2),,39,D08,33.60100174,-101.8970032,932.5449829,,5/8/18,14:06:24,ppm,,,<LOD,5308,,,,76341,390,,,,265521,509,,,,<LOD,185,,,,107,13,,,,13366,43,,,,<LOD,348,,,,2862,49,,,,46,6,,,,27,7,,,,201,7,,,,19266,51,,,,<LOD,48,,,,20,3,,,,16,1,,,,46,1,,,,7,0,,,,<LOD,1,,,,62,1,,,,55,1,,,,15,1,,,,275,1,,,,11,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,9,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,621729,693,
40,Geochem(2),,40,D09,33.60110092,-101.8970032,943.6240234,,5/8/18,14:08:21,ppm,,,<LOD,6263,,,,67600,397,,,,246451,519,,,,<LOD,224,,,,625,17,,,,12753,44,,,,1549,21,,,,2945,52,,,,85,6,,,,32,8,,,,183,7,,,,18620,53,,,,<LOD,50,,,,19,3,,,,12,1,,,,42,1,,,,6,1,,,,<LOD,1,,,,60,1,,,,60,1,,,,16,1,,,,265,1,,,,13,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,11,2,,,,3,1,,,,648634,712,
41,Geochem(2),,41,D10,33.60110092,-101.8970032,955.1719971,,5/8/18,14:10:16,ppm,,,<LOD,5156,,,,77613,388,,,,269852,509,,,,<LOD,178,,,,42,13,,,,13280,42,,,,<LOD,341,,,,2843,49,,,,54,6,,,,27,7,,,,203,7,,,,19103,51,,,,<LOD,48,,,,19,2,,,,14,1,,,,43,1,,,,7,0,,,,<LOD,1,,,,62,1,,,,56,1,,,,17,1,,,,280,1,,,,11,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,9,1,,,,<LOD,12,,,,10,2,,,,2,1,,,,616450,691,
42,Geochem(2),,42,E01,33.60110092,-101.8970032,965.6090088,,5/8/18,14:18:40,ppm,,,<LOD,14129,,,,61475,431,,,,230067,559,,,,<LOD,277,,,,158,18,,,,14309,52,,,,593,22,,,,3299,59,,,,71,7,,,,33,9,,,,288,9,,,,21797,67,,,,<LOD,60,,,,26,3,,,,17,2,,,,53,2,,,,7,1,,,,<LOD,2,,,,78,1,,,,77,1,,,,21,1,,,,282,1,,,,18,1,,,,14,1,,,,<LOD,21,,,,<LOD,23,,,,<LOD,36,,,,<LOD,47,,,,<LOD,12,,,,<LOD,8,,,,17,1,,,,<LOD,14,,,,20,2,,,,<LOD,7,,,,667281,780,
43,Geochem(2),,43,E02,33.6012001,-101.8970032,968.2039795,,5/8/18,14:20:36,ppm,,,<LOD,5221,,,,71763,374,,,,251893,488,,,,<LOD,188,,,,123,13,,,,13325,41,,,,<LOD,365,,,,3491,51,,,,76,6,,,,42,7,,,,341,8,,,,21887,55,,,,<LOD,51,,,,21,2,,,,18,1,,,,51,1,,,,7,1,,,,<LOD,1,,,,76,1,,,,78,1,,,,20,1,,,,303,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,636452,675,
44,Geochem(2),,44,E03,33.6012001,-101.8970032,968.2039795,,5/8/18,14:22:35,ppm,,,<LOD,8993,,,,70607,376,,,,265238,509,,,,<LOD,189,,,,230,14,,,,13717,43,,,,<LOD,345,,,,3426,52,,,,61,6,,,,35,7,,,,284,8,,,,20905,54,,,,<LOD,50,,,,20,3,,,,22,2,,,,51,1,,,,7,1,,,,<LOD,1,,,,74,1,,,,78,1,,,,19,1,,,,311,1,,,,13,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,624875,689,
45,Geochem(2),,45,E04,33.6012001,-101.8970032,973.5150146,,5/8/18,14:24:36,ppm,,,<LOD,10465,,,,49306,357,,,,285753,577,,,,<LOD,211,,,,<LOD,133,,,,8858,38,,,,<LOD,331,,,,2499,52,,,,34,6,,,,25,8,,,,162,7,,,,10293,37,,,,<LOD,37,,,,<LOD,12,,,,11,1,,,,23,1,,,,4,0,,,,<LOD,1,,,,40,1,,,,43,1,,,,12,0,,,,299,1,,,,10,1,,,,8,1,,,,<LOD,19,,,,<LOD,22,,,,<LOD,34,,,,<LOD,44,,,,<LOD,11,,,,<LOD,7,,,,7,1,,,,<LOD,13,,,,10,2,,,,<LOD,6,,,,642604,711,
46,Geochem(2),,46,E05,33.6012001,-101.8970032,974.1500244,,5/8/18,14:26:41,ppm,,,<LOD,10364,,,,59638,377,,,,265223,545,,,,<LOD,213,,,,<LOD,131,,,,12674,44,,,,<LOD,370,,,,3188,54,,,,61,6,,,,46,8,,,,362,9,,,,18780,54,,,,<LOD,51,,,,21,3,,,,18,2,,,,46,1,,,,5,1,,,,<LOD,1,,,,72,1,,,,79,1,,,,20,1,,,,246,1,,,,15,1,,,,6,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,639474,717,
47,Geochem(2),,47,E06,33.6012001,-101.8970032,975.3469849,,5/8/18,14:28:36,ppm,,,<LOD,4631,,,,73075,368,,,,286714,514,,,,<LOD,166,,,,80,13,,,,13055,41,,,,<LOD,315,,,,2874,49,,,,47,5,,,,39,7,,,,230,7,,,,18425,48,,,,<LOD,46,,,,17,2,,,,17,1,,,,41,1,,,,6,0,,,,<LOD,1,,,,63,1,,,,60,1,,,,17,0,,,,266,1,,,,10,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,18,5,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,11,1,,,,<LOD,11,,,,9,2,,,,<LOD,5,,,,604926,680,
48,Geochem(2),,48,E07,33.6012001,-101.8970032,975.5180054,,5/8/18,14:30:27,ppm,,,<LOD,4383,,,,78323,368,,,,292383,505,,,,<LOD,156,,,,142,12,,,,13163,40,,,,<LOD,299,,,,2852,48,,,,48,5,,,,33,7,,,,150,7,,,,18804,48,,,,<LOD,46,,,,16,2,,,,16,1,,,,47,1,,,,6,0,,,,<LOD,1,,,,64,1,,,,58,1,,,,14,0,,,,252,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,12,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,593596,670,
49,Geochem(2),,49,E08,33.6012001,-101.8970032,974.3209839,,5/8/18,14:32:16,ppm,,,<LOD,5374,,,,72903,386,,,,263791,511,,,,<LOD,197,,,,216,14,,,,13679,43,,,,<LOD,359,,,,3307,52,,,,61,6,,,,40,7,,,,267,8,,,,19814,53,,,,<LOD,49,,,,25,3,,,,15,1,,,,46,1,,,,6,1,,,,<LOD,1,,,,66,1,,,,66,1,,,,18,1,,,,288,1,,,,13,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,40,,,,<LOD,10,,,,<LOD,6,,,,11,1,,,,<LOD,12,,,,11,2,,,,3,1,,,,625348,696,
50,Geochem(2),,50,E09,33.6012001,-101.8970032,974.177002,,5/8/18,14:34:10,ppm,,,<LOD,5378,,,,72949,384,,,,263681,508,,,,<LOD,189,,,,76,13,,,,12702,41,,,,<LOD,346,,,,2926,50,,,,64,6,,,,27,7,,,,179,7,,,,18455,50,,,,<LOD,47,,,,16,2,,,,16,1,,,,40,1,,,,6,0,,,,<LOD,1,,,,62,1,,,,57,1,,,,17,1,,,,283,1,,,,12,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,7,2,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,10,2,,,,<LOD,5,,,,628404,688,
51,Geochem(2),,51,E10,33.6012001,-101.8970032,973.2960205,,5/8/18,14:36:12,ppm,,,<LOD,5325,,,,73043,387,,,,271987,521,,,,<LOD,182,,,,<LOD,112,,,,13577,43,,,,<LOD,339,,,,2840,50,,,,60,6,,,,39,8,,,,258,8,,,,19292,52,,,,<LOD,49,,,,22,3,,,,14,1,,,,46,1,,,,7,1,,,,<LOD,1,,,,65,1,,,,60,1,,,,16,1,,,,288,1,,,,12,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,618349,700,
52,Geochem(2),,52,F01,33.60110092,-101.8970032,974.210022,,5/8/18,14:38:38,ppm,,,<LOD,5879,,,,70871,398,,,,253306,520,,,,<LOD,212,,,,163,15,,,,14179,46,,,,244,20,,,,3200,53,,,,63,6,,,,49,8,,,,312,9,,,,22365,60,,,,<LOD,54,,,,22,3,,,,19,2,,,,54,1,,,,7,1,,,,<LOD,1,,,,78,1,,,,75,1,,,,20,1,,,,286,1,,,,14,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,20,6,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,634623,718,
53,Geochem(2),,53,F02,33.6012001,-101.8970032,974.7630005,,5/8/18,14:40:31,ppm,,,<LOD,5763,,,,68685,382,,,,249104,501,,,,<LOD,203,,,,104,13,,,,13659,43,,,,194,18,,,,3270,52,,,,61,6,,,,30,7,,,,328,8,,,,22146,58,,,,<LOD,53,,,,23,3,,,,20,2,,,,54,1,,,,6,1,,,,<LOD,1,,,,77,1,,,,75,1,,,,21,1,,,,261,1,,,,15,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,16,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,641836,691,
54,Geochem(2),,54,F03,33.6012001,-101.8970032,974.1500244,,5/8/18,14:42:23,ppm,,,<LOD,5420,,,,72984,386,,,,259988,507,,,,<LOD,187,,,,86,13,,,,14557,44,,,,<LOD,365,,,,3424,52,,,,65,6,,,,50,8,,,,330,8,,,,22957,58,,,,<LOD,53,,,,22,3,,,,19,2,,,,57,1,,,,8,1,,,,<LOD,1,,,,78,1,,,,75,1,,,,21,1,,,,291,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,10,2,,,,3,1,,,,624948,699,
55,Geochem(2),,55,F04,33.6012001,-101.8970032,974.4110107,,5/8/18,14:44:09,ppm,,,<LOD,4878,,,,77661,382,,,,273863,505,,,,<LOD,176,,,,126,13,,,,15012,44,,,,<LOD,342,,,,3454,52,,,,71,6,,,,45,7,,,,313,8,,,,22236,55,,,,<LOD,51,,,,15,2,,,,21,2,,,,52,1,,,,7,1,,,,<LOD,1,,,,75,1,,,,71,1,,,,19,1,,,,271,1,,,,15,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,20,5,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,14,1,,,,<LOD,11,,,,10,2,,,,<LOD,5,,,,606626,690,
56,Geochem(2),,56,F05,33.6012001,-101.8970032,973.8579712,,5/8/18,14:46:17,ppm,,,<LOD,4597,,,,79327,376,,,,283983,504,,,,<LOD,166,,,,132,13,,,,14509,43,,,,<LOD,319,,,,3323,50,,,,65,6,,,,33,7,,,,283,8,,,,21319,53,,,,<LOD,49,,,,16,2,,,,19,1,,,,53,1,,,,7,1,,,,<LOD,1,,,,73,1,,,,69,1,,,,19,1,,,,275,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,13,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,596461,681,
