Reading #,Method Name,User Factor Name,Test Label,Grid ID,Latitude,Longitude,Elevation,Pseudo Element Config Name,Date,Time, Units,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error 1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error 1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error 1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error 1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error 1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error 1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error 1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error 1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error 1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error 1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error 1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error 1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error 1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error 1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error 1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error 1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error 1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error 1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error 1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error 1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error 1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error 1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error 1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error 1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error 1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error 1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error 1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error 1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error 1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error 1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error 1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error 1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error 1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error 1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error 1s,info
57,Geochem(2),,57,F06,33.6012001,-101.8970032,973.2150269,,5/8/18,14:48:23,ppm,,,<LOD,5081,,,,74971,381,,,,273765,511,,,,<LOD,176,,,,82,13,,,,13731,43,,,,<LOD,335,,,,3184,51,,,,68,6,,,,48,7,,,,311,8,,,,20280,52,,,,<LOD,49,,,,20,2,,,,14,1,,,,49,1,,,,6,1,,,,<LOD,1,,,,67,1,,,,66,1,,,,19,1,,,,300,1,,,,13,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,13,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,612986,691,
58,Geochem(2),,58,F07,33.6012001,-101.8970032,972.0180054,,5/8/18,14:50:24,ppm,,,<LOD,5128,,,,76527,387,,,,273589,510,,,,<LOD,182,,,,120,13,,,,13829,43,,,,<LOD,342,,,,3137,51,,,,56,6,,,,44,7,,,,286,8,,,,20595,53,,,,<LOD,49,,,,17,2,,,,16,1,,,,49,1,,,,6,1,,,,<LOD,1,,,,69,1,,,,66,1,,,,17,1,,,,270,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,13,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,611270,691,
59,Geochem(2),,59,F08,33.6012001,-101.8970032,972.5709839,,5/8/18,14:52:17,ppm,,,<LOD,5534,,,,73027,391,,,,259032,511,,,,<LOD,196,,,,<LOD,119,,,,12887,42,,,,<LOD,360,,,,3043,51,,,,54,6,,,,52,8,,,,253,8,,,,19854,53,,,,<LOD,50,,,,14,2,,,,15,1,,,,47,1,,,,6,1,,,,<LOD,1,,,,66,1,,,,63,1,,,,17,1,,,,268,1,,,,14,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,6,2,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,7,2,,,,<LOD,6,,,,631260,697,
60,Geochem(2),,60,F09,33.6012001,-101.8970032,972.0180054,,5/8/18,14:54:13,ppm,,,<LOD,5442,,,,71730,384,,,,261071,507,,,,<LOD,195,,,,104,13,,,,13104,42,,,,<LOD,357,,,,3194,51,,,,46,6,,,,50,7,,,,237,8,,,,20705,54,,,,<LOD,50,,,,20,3,,,,18,1,,,,48,1,,,,6,1,,,,<LOD,1,,,,70,1,,,,67,1,,,,18,1,,,,291,1,,,,13,1,,,,4,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,629183,691,
61,Geochem(2),,61,F10,33.6012001,-101.8970032,971.4650269,,5/8/18,14:56:05,ppm,,,3735,1012,,,,71368,384,,,,267353,574,,,,<LOD,181,,,,61,13,,,,12981,43,,,,<LOD,343,,,,3510,52,,,,68,6,,,,38,7,,,,381,9,,,,20769,57,,,,<LOD,50,,,,21,2,,,,19,1,,,,52,1,,,,6,1,,,,<LOD,1,,,,71,1,,,,70,1,,,,20,1,,,,314,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,14,1,,,,<LOD,12,,,,7,2,,,,<LOD,6,,,,619128,932,
62,Geochem(2),,62,G01,33.6012001,-101.8970032,969.7139893,,5/8/18,14:58:17,ppm,,,<LOD,4955,,,,80557,390,,,,275008,510,,,,<LOD,179,,,,126,13,,,,15094,45,,,,<LOD,340,,,,3491,52,,,,63,6,,,,69,8,,,,306,8,,,,24451,59,,,,<LOD,54,,,,22,3,,,,23,2,,,,59,1,,,,7,1,,,,<LOD,1,,,,82,1,,,,73,1,,,,21,1,,,,327,1,,,,15,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,17,5,,,,<LOD,38,,,,<LOD,10,,,,<LOD,7,,,,16,1,,,,<LOD,11,,,,<LOD,9,,,,3,1,,,,600172,702,
63,Geochem(2),,63,G02,33.60110092,-101.8970032,972.6259766,,5/8/18,15:02:29,ppm,,,<LOD,6185,,,,77059,417,,,,246768,519,,,,<LOD,216,,,,168,15,,,,13415,45,,,,<LOD,400,,,,3244,54,,,,66,6,,,,41,8,,,,321,9,,,,22472,61,,,,<LOD,55,,,,22,3,,,,22,2,,,,58,1,,,,7,1,,,,<LOD,1,,,,76,1,,,,72,1,,,,20,1,,,,267,1,,,,16,1,,,,5,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,635859,730,
64,Geochem(2),,64,G03,33.6012001,-101.8970032,973.947998,,5/8/18,15:04:22,ppm,,,<LOD,6186,,,,75198,411,,,,245899,514,,,,<LOD,213,,,,165,15,,,,12755,44,,,,<LOD,398,,,,3397,54,,,,68,6,,,,45,8,,,,294,8,,,,22284,60,,,,<LOD,54,,,,24,3,,,,21,2,,,,56,1,,,,6,1,,,,<LOD,1,,,,75,1,,,,70,1,,,,19,1,,,,273,1,,,,14,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,639305,721,
65,Geochem(2),,65,G04,33.6012001,-101.8970032,973.1329956,,5/8/18,15:06:09,ppm,,,<LOD,5650,,,,73522,398,,,,263177,526,,,,<LOD,199,,,,116,14,,,,14440,46,,,,<LOD,374,,,,3655,55,,,,57,6,,,,41,8,,,,295,8,,,,22842,60,,,,<LOD,55,,,,20,3,,,,23,2,,,,55,1,,,,7,1,,,,<LOD,1,,,,75,1,,,,71,1,,,,19,1,,,,295,1,,,,16,1,,,,7,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,3,1,,,,14,1,,,,<LOD,12,,,,12,2,,,,3,1,,,,621236,722,
66,Geochem(2),,66,G05,33.6012001,-101.8970032,973.947998,,5/8/18,15:08:05,ppm,,,<LOD,6032,,,,69021,393,,,,248348,514,,,,<LOD,214,,,,149,14,,,,13677,45,,,,235,19,,,,3502,54,,,,55,6,,,,38,8,,,,276,8,,,,22628,60,,,,<LOD,54,,,,22,3,,,,21,2,,,,53,1,,,,7,1,,,,<LOD,1,,,,75,1,,,,72,1,,,,18,1,,,,290,1,,,,14,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,14,2,,,,<LOD,6,,,,641464,711,
67,Geochem(2),,67,G06,33.6012001,-101.8970032,974.5009766,,5/8/18,15:10:10,ppm,,,<LOD,5544,,,,72614,392,,,,260749,517,,,,<LOD,198,,,,295,15,,,,13427,44,,,,201,19,,,,3304,53,,,,67,6,,,,53,8,,,,260,8,,,,20547,55,,,,<LOD,51,,,,18,3,,,,19,2,,,,49,1,,,,5,1,,,,<LOD,1,,,,71,1,,,,69,1,,,,19,1,,,,288,1,,,,14,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,627901,706,
68,Geochem(2),,68,G07,33.6012001,-101.8970032,973.947998,,5/8/18,15:11:55,ppm,,,<LOD,5387,,,,72506,383,,,,257021,501,,,,<LOD,191,,,,106,13,,,,13147,42,,,,<LOD,359,,,,3384,52,,,,51,6,,,,46,7,,,,225,8,,,,21072,55,,,,<LOD,51,,,,14,2,,,,16,1,,,,49,1,,,,8,1,,,,<LOD,1,,,,69,1,,,,66,1,,,,18,1,,,,294,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,8,2,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,631868,688,
69,Geochem(2),,69,G08,33.6012001,-101.8970032,973.776001,,5/8/18,15:13:59,ppm,,,3494,1098,,,,69303,398,,,,244228,569,,,,<LOD,217,,,,318,15,,,,12932,45,,,,642,19,,,,3063,51,,,,70,6,,,,27,7,,,,258,8,,,,21133,61,,,,<LOD,52,,,,18,3,,,,23,2,,,,52,1,,,,6,1,,,,<LOD,1,,,,73,1,,,,69,1,,,,20,1,,,,293,1,,,,13,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,643933,996,
70,Geochem(2),,70,G09,33.6012001,-101.8970032,974.3300171,,5/8/18,15:15:52,ppm,,,<LOD,5088,,,,75400,384,,,,263127,502,,,,<LOD,188,,,,123,13,,,,13938,43,,,,<LOD,353,,,,3366,51,,,,59,6,,,,49,7,,,,266,8,,,,22772,57,,,,<LOD,52,,,,22,3,,,,20,2,,,,56,1,,,,7,1,,,,<LOD,1,,,,76,1,,,,69,1,,,,19,1,,,,304,1,,,,12,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,6,2,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,620285,692,
71,Geochem(2),,71,G10,33.6012001,-101.8970032,975.0930176,,5/8/18,15:17:57,ppm,,,<LOD,5481,,,,71930,390,,,,265492,517,,,,<LOD,188,,,,<LOD,118,,,,13146,43,,,,<LOD,354,,,,3288,53,,,,66,6,,,,40,8,,,,341,9,,,,21093,56,,,,<LOD,50,,,,17,3,,,,15,2,,,,50,1,,,,7,1,,,,<LOD,1,,,,72,1,,,,68,1,,,,17,1,,,,310,1,,,,14,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,624007,701,
72,Geochem(2),,72,H01,33.6012001,-101.8970032,979.6970215,,5/8/18,15:21:02,ppm,,,3897,1108,,,,75489,419,,,,241661,574,,,,<LOD,220,,,,52,14,,,,12462,45,,,,<LOD,395,,,,3281,53,,,,60,6,,,,57,8,,,,335,9,,,,22802,66,,,,<LOD,55,,,,20,3,,,,17,2,,,,54,1,,,,7,1,,,,<LOD,1,,,,75,1,,,,70,1,,,,18,1,,,,288,1,,,,14,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,<LOD,10,,,,<LOD,6,,,,639322,1012,
73,Geochem(2),,73,H02,33.6012001,-101.8970032,985.882019,,5/8/18,15:22:52,ppm,,,<LOD,5320,,,,75563,393,,,,270663,522,,,,<LOD,198,,,,226,14,,,,14895,46,,,,264,20,,,,3238,52,,,,60,6,,,,42,8,,,,295,8,,,,21824,57,,,,<LOD,53,,,,20,3,,,,19,2,,,,54,1,,,,8,1,,,,<LOD,1,,,,73,1,,,,71,1,,,,21,1,,,,315,1,,,,13,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,612306,713,
74,Geochem(2),,74,H03,33.60110092,-101.8970032,979.8380127,,5/8/18,15:24:41,ppm,,,<LOD,6523,,,,67070,404,,,,243964,528,,,,<LOD,234,,,,237,16,,,,13358,46,,,,670,20,,,,3448,55,,,,53,6,,,,43,8,,,,296,9,,,,23298,64,,,,<LOD,57,,,,23,3,,,,21,2,,,,56,1,,,,8,1,,,,<LOD,1,,,,78,1,,,,73,1,,,,21,1,,,,296,1,,,,16,1,,,,9,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,4,1,,,,13,1,,,,<LOD,13,,,,19,2,,,,<LOD,6,,,,646926,732,
75,Geochem(2),,75,H04,33.60110092,-101.8970032,,,5/8/18,15:26:35,ppm,,,<LOD,6327,,,,71425,405,,,,238828,510,,,,<LOD,224,,,,198,15,,,,13456,45,,,,307,19,,,,3459,54,,,,69,6,,,,41,8,,,,306,9,,,,24030,64,,,,<LOD,57,,,,16,3,,,,25,2,,,,59,1,,,,8,1,,,,<LOD,1,,,,81,1,,,,73,1,,,,19,1,,,,308,1,,,,15,1,,,,6,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,14,2,,,,<LOD,6,,,,647243,720,
76,Geochem(2),,76,H05,33.6012001,-101.8970032,974.5479736,,5/8/18,15:28:41,ppm,,,3832,1140,,,,76455,425,,,,254032,601,,,,<LOD,215,,,,149,15,,,,13233,47,,,,<LOD,389,,,,3422,55,,,,53,6,,,,30,8,,,,289,9,,,,22303,65,,,,<LOD,55,,,,22,3,,,,22,2,,,,53,1,,,,7,1,,,,<LOD,1,,,,75,1,,,,68,1,,,,18,1,,,,291,1,,,,14,1,,,,5,1,,,,<LOD,18,,,,<LOD,21,,,,17,6,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,625583,1027,
77,Geochem(2),,77,H06,33.60100174,-101.8970032,976.526001,,5/8/18,15:30:37,ppm,,,<LOD,5945,,,,72185,402,,,,253081,523,,,,<LOD,215,,,,109,14,,,,13055,44,,,,<LOD,386,,,,3348,54,,,,62,6,,,,56,8,,,,262,8,,,,22518,60,,,,<LOD,55,,,,24,3,,,,15,2,,,,54,1,,,,8,1,,,,<LOD,1,,,,74,1,,,,69,1,,,,20,1,,,,299,1,,,,15,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,634718,722,
78,Geochem(2),,78,H07,33.6012001,-101.8970032,976.3029785,,5/8/18,15:32:34,ppm,,,<LOD,5639,,,,72968,394,,,,254829,513,,,,<LOD,200,,,,82,14,,,,13627,44,,,,<LOD,374,,,,3543,54,,,,55,6,,,,74,8,,,,298,8,,,,24039,62,,,,<LOD,55,,,,26,3,,,,22,2,,,,60,1,,,,8,1,,,,<LOD,1,,,,79,1,,,,71,1,,,,19,1,,,,310,1,,,,15,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,12,2,,,,2,1,,,,629844,711,
79,Geochem(2),,79,H08,33.60110092,-101.8970032,976.6240234,,5/8/18,15:34:44,ppm,,,<LOD,5188,,,,79012,393,,,,260816,502,,,,<LOD,193,,,,138,13,,,,13148,42,,,,<LOD,356,,,,3184,51,,,,60,6,,,,45,7,,,,311,8,,,,22843,58,,,,<LOD,53,,,,24,3,,,,19,2,,,,56,1,,,,7,1,,,,<LOD,1,,,,77,1,,,,69,1,,,,19,1,,,,327,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,619810,697,
80,Geochem(2),,80,H09,33.6012001,-101.8970032,965.9439697,,5/8/18,15:36:41,ppm,,,<LOD,5256,,,,81029,400,,,,265412,511,,,,<LOD,189,,,,155,14,,,,14091,44,,,,<LOD,356,,,,3347,52,,,,50,6,,,,51,8,,,,264,8,,,,22720,58,,,,<LOD,53,,,,20,3,,,,18,2,,,,56,1,,,,7,1,,,,<LOD,1,,,,75,1,,,,68,1,,,,18,1,,,,305,1,,,,13,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,612278,709,
81,Geochem(2),,81,H10,33.60110092,-101.8970032,967.3369751,,5/8/18,15:38:44,ppm,,,3370,924,,,,81549,386,,,,277399,557,,,,<LOD,168,,,,249,13,,,,14284,44,,,,<LOD,323,,,,3340,50,,,,71,6,,,,33,7,,,,321,8,,,,22213,58,,,,<LOD,50,,,,24,2,,,,24,2,,,,53,1,,,,7,1,,,,<LOD,1,,,,76,1,,,,67,1,,,,19,1,,,,291,1,,,,13,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,37,,,,6,2,,,,3,1,,,,15,1,,,,<LOD,11,,,,12,2,,,,<LOD,5,,,,596561,876,
82,Geochem(2),,82,I01,33.60110092,-101.8970032,961.757019,,5/8/18,15:40:38,ppm,,,3405,1032,,,,73328,394,,,,265388,581,,,,<LOD,190,,,,118,14,,,,13293,45,,,,<LOD,350,,,,3185,51,,,,50,6,,,,52,8,,,,294,8,,,,20793,58,,,,<LOD,51,,,,17,2,,,,15,1,,,,49,1,,,,7,1,,,,<LOD,1,,,,71,1,,,,66,1,,,,17,1,,,,273,1,,,,13,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,3,1,,,,13,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,619538,949,
83,Geochem(2),,83,F,33.60110092,-101.8970032,963.0440063,,5/8/18,15:42:32,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2649,185,,,,<LOD,110,,,,<LOD,136,,,,254,30,,,,17683,247,,,,<LOD,217,,,,<LOD,48,,,,23,6,,,,40,5,,,,<LOD,11,,,,<LOD,6,,,,71,3,,,,70,3,,,,22,2,,,,290,6,,,,16,3,,,,<LOD,21,,,,<LOD,75,,,,<LOD,84,,,,<LOD,130,,,,<LOD,167,,,,<LOD,43,,,,<LOD,29,,,,13,3,,,,<LOD,51,,,,<LOD,42,,,,<LOD,24,,,,978869,332,
84,Geochem(2),,84,I02,33.60110092,-101.8970032,964.309021,,5/8/18,15:44:02,ppm,,,<LOD,5349,,,,70754,380,,,,257648,503,,,,<LOD,201,,,,321,14,,,,12394,41,,,,1631,20,,,,3376,52,,,,55,6,,,,46,7,,,,299,8,,,,21118,55,,,,<LOD,51,,,,23,3,,,,18,2,,,,50,1,,,,6,1,,,,<LOD,1,,,,72,1,,,,69,1,,,,17,1,,,,273,1,,,,13,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,6,2,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,631789,689,
85,Geochem(2),,85,I03,33.60100174,-101.8970032,967.9199829,,5/8/18,15:46:45,ppm,,,<LOD,5120,,,,72438,380,,,,267508,511,,,,<LOD,189,,,,105,13,,,,13270,42,,,,<LOD,349,,,,3369,52,,,,60,6,,,,46,7,,,,273,8,,,,21222,55,,,,<LOD,51,,,,16,2,,,,18,1,,,,52,1,,,,7,1,,,,<LOD,1,,,,71,1,,,,67,1,,,,17,1,,,,289,1,,,,14,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,9,2,,,,2,1,,,,621128,692,
86,Geochem(2),,86,I04,33.60110092,-101.8970032,959.992981,,5/8/18,15:48:46,ppm,,,<LOD,5385,,,,69524,378,,,,260769,508,,,,<LOD,196,,,,121,13,,,,12815,41,,,,<LOD,352,,,,3380,52,,,,61,6,,,,35,7,,,,229,8,,,,20913,55,,,,<LOD,50,,,,16,2,,,,18,1,,,,52,1,,,,6,1,,,,<LOD,1,,,,71,1,,,,64,1,,,,18,1,,,,311,1,,,,13,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,8,2,,,,2,1,,,,631556,689,
87,Geochem(2),,87,I05,33.60100174,-101.8970032,954.617981,,5/8/18,15:50:44,ppm,,,<LOD,5556,,,,75411,394,,,,249121,498,,,,<LOD,202,,,,143,14,,,,12298,41,,,,<LOD,371,,,,3185,51,,,,58,6,,,,61,8,,,,287,8,,,,21787,57,,,,<LOD,52,,,,25,3,,,,17,2,,,,52,1,,,,6,1,,,,<LOD,1,,,,75,1,,,,66,1,,,,18,1,,,,295,1,,,,11,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,14,1,,,,<LOD,12,,,,<LOD,9,,,,<LOD,5,,,,637068,694,
88,Geochem(2),,88,I06,33.6012001,-101.8970032,965.1160278,,5/8/18,15:53:25,ppm,,,<LOD,8551,,,,73536,372,,,,268697,499,,,,<LOD,183,,,,195,13,,,,12645,40,,,,<LOD,338,,,,3355,51,,,,55,6,,,,61,7,,,,269,8,,,,21152,53,,,,<LOD,49,,,,19,2,,,,20,1,,,,50,1,,,,7,1,,,,<LOD,1,,,,71,1,,,,66,1,,,,18,1,,,,292,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,619463,677,
89,Geochem(2),,89,I07,33.60110092,-101.8970032,969.9920044,,5/8/18,15:55:32,ppm,,,3300,1015,,,,79804,405,,,,266203,576,,,,<LOD,188,,,,134,13,,,,13748,45,,,,<LOD,353,,,,3176,51,,,,57,6,,,,42,7,,,,285,8,,,,22480,61,,,,<LOD,53,,,,18,3,,,,16,1,,,,54,1,,,,6,1,,,,<LOD,1,,,,76,1,,,,69,1,,,,18,1,,,,275,1,,,,13,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,3,1,,,,14,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,610197,940,
90,Geochem(2),,90,I08,33.6012001,-101.8970032,971.2030029,,5/8/18,15:57:26,ppm,,,<LOD,5437,,,,75919,390,,,,254054,499,,,,<LOD,197,,,,159,13,,,,13396,42,,,,<LOD,371,,,,3311,51,,,,60,6,,,,44,7,,,,292,8,,,,23796,60,,,,<LOD,54,,,,20,3,,,,15,1,,,,57,1,,,,8,1,,,,<LOD,1,,,,79,1,,,,71,1,,,,19,1,,,,287,1,,,,14,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,14,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,628368,696,
91,Geochem(2),,91,I09,33.6012001,-101.8970032,971.8460083,,5/8/18,15:59:18,ppm,,,<LOD,6124,,,,76463,418,,,,252251,528,,,,<LOD,220,,,,175,15,,,,13329,45,,,,<LOD,397,,,,3019,53,,,,59,6,,,,30,8,,,,258,8,,,,21351,59,,,,<LOD,54,,,,21,3,,,,16,2,,,,49,1,,,,7,1,,,,<LOD,1,,,,73,1,,,,65,1,,,,17,1,,,,314,1,,,,13,1,,,,6,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,632456,735,
92,Geochem(2),,92,I10,33.6012001,-101.8970032,973.0809937,,5/8/18,16:01:11,ppm,,,<LOD,5593,,,,72597,391,,,,260377,515,,,,<LOD,202,,,,133,14,,,,13459,43,,,,<LOD,368,,,,3489,53,,,,64,6,,,,34,7,,,,289,8,,,,21873,57,,,,<LOD,52,,,,19,3,,,,21,2,,,,55,1,,,,7,1,,,,<LOD,1,,,,72,1,,,,67,1,,,,19,1,,,,311,1,,,,13,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,627074,706,
