Reading #,Method Name,User Factor Name,Test Label,Grid ID,Latitude,Longitude,Elevation,Pseudo Element Config Name,Date,Time, Units,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error 1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error 1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error 1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error 1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error 1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error 1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error 1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error 1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error 1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error 1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error 1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error 1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error 1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error 1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error 1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error 1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error 1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error 1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error 1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error 1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error 1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error 1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error 1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error 1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error 1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error 1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error 1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error 1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error 1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error 1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error 1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error 1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error 1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error 1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error 1s,info
70,Geochem(2),,70,F,33.604599,-101.8990021,975.2999878,,5/4/18,16:04:45,ppm,,,<LOD,4798,,,,62715,364,,,,285907,535,,,,2180,38,,,,127,14,,,,16221,47,,,,10122,34,,,,3971,57,,,,74,6,,,,36,8,,,,156,7,,,,22256,57,,,,<LOD,54,,,,16,3,,,,20,2,,,,68,1,,,,5,1,,,,<LOD,1,,,,89,1,,,,119,1,,,,25,1,,,,293,1,,,,18,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,3,1,,,,16,1,,,,<LOD,12,,,,17,2,,,,4,1,,,,595539,719,
71,Geochem(2),,71,G06,33.604599,-101.8990021,979.6489868,,5/4/18,16:07:11,ppm,,,<LOD,5453,,,,57637,369,,,,218061,474,,,,729,32,,,,312,15,,,,14181,45,,,,30537,70,,,,3868,57,,,,61,6,,,,43,8,,,,236,8,,,,23387,63,,,,<LOD,57,,,,18,3,,,,29,2,,,,78,2,,,,5,1,,,,<LOD,1,,,,99,1,,,,131,1,,,,27,1,,,,259,1,,,,20,1,,,,6,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,7,2,,,,<LOD,7,,,,16,1,,,,<LOD,13,,,,18,2,,,,<LOD,6,,,,650234,711,
72,Geochem(2),,72,G07,33.60469818,-101.8990021,977.5510254,,5/4/18,16:12:56,ppm,,,<LOD,4803,,,,67731,365,,,,260832,495,,,,1140,32,,,,134,13,,,,15112,44,,,,16929,43,,,,3683,54,,,,61,6,,,,73,8,,,,232,8,,,,23648,59,,,,<LOD,54,,,,18,3,,,,24,2,,,,79,2,,,,5,1,,,,<LOD,1,,,,88,1,,,,111,1,,,,24,1,,,,249,1,,,,16,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,14,2,,,,<LOD,6,,,,609781,697,
73,Geochem(2),,73,G08,33.604599,-101.8990021,979.4520264,,5/4/18,16:15:47,ppm,,,<LOD,4451,,,,64160,350,,,,280207,504,,,,2783,38,,,,299,13,,,,15311,44,,,,13422,37,,,,3896,54,,,,79,6,,,,64,8,,,,301,8,,,,22144,55,,,,<LOD,51,,,,19,2,,,,22,2,,,,70,1,,,,5,1,,,,<LOD,1,,,,85,1,,,,115,1,,,,28,1,,,,255,1,,,,17,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,16,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,596691,687,
74,Geochem(2),,74,G09,33.60469818,-101.8990021,979.2109985,,5/4/18,16:18:00,ppm,,,<LOD,4484,,,,61058,348,,,,289725,519,,,,3651,42,,,,170,13,,,,15273,44,,,,12064,35,,,,3877,55,,,,80,6,,,,50,8,,,,820,12,,,,19998,52,,,,<LOD,49,,,,23,3,,,,17,1,,,,63,1,,,,7,1,,,,<LOD,1,,,,84,1,,,,118,1,,,,26,1,,,,252,1,,,,17,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,<LOD,7,,,,27,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,592587,693,
75,Geochem(2),,75,F,33.604599,-101.8990021,984.5360107,,5/4/18,16:20:23,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253,169,,,,64,18,,,,<LOD,127,,,,130,22,,,,20150,237,,,,<LOD,205,,,,<LOD,44,,,,41,6,,,,74,6,,,,<LOD,10,,,,<LOD,5,,,,94,3,,,,118,3,,,,23,2,,,,282,5,,,,16,2,,,,<LOD,18,,,,<LOD,65,,,,<LOD,73,,,,<LOD,112,,,,<LOD,146,,,,<LOD,38,,,,<LOD,23,,,,16,3,,,,<LOD,44,,,,<LOD,36,,,,<LOD,23,,,,975736,316,
76,Geochem(2),,76,CHECK,33.604599,-101.8990021,,,5/4/18,16:28:38,ppm,,,19863,2444,,,,12067,385,,,,11222,127,,,,1480,37,,,,13194,59,,,,12864,55,,,,1505,22,,,,<LOD,371,,,,266,9,,,,153710,413,,,,20698,111,,,,635914,1620,,,,<LOD,85,,,,90238,271,,,,4764,48,,,,<LOD,3,,,,<LOD,2,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,20824,58,,,,<LOD,3,,,,<LOD,4,,,,127,18,,,,104,23,,,,343,19,,,,<LOD,4,,,,155,13,,,,596,12,,,,<LOD,2,,,,66,6,,,,<LOD,0,
77,Geochem(2),,77,F,33.604599,-101.8990021,,,5/4/18,16:32:36,ppm,,,<LOD,5130,,,,66029,370,,,,268858,514,,,,<LOD,198,,,,105,13,,,,15571,46,,,,6930,28,,,,3863,55,,,,60,6,,,,42,8,,,,149,7,,,,25640,63,,,,<LOD,56,,,,18,3,,,,22,2,,,,75,2,,,,5,1,,,,<LOD,1,,,,91,1,,,,114,1,,,,21,1,,,,253,1,,,,18,1,,,,5,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,3,1,,,,15,1,,,,<LOD,12,,,,17,2,,,,<LOD,6,,,,612097,704,
78,Geochem(2),,78,G10,33.604599,-101.8990021,,,5/4/18,16:35:04,ppm,,,<LOD,8756,,,,60813,370,,,,257100,513,,,,1167,34,,,,231,14,,,,14510,45,,,,17748,46,,,,3818,56,,,,105,6,,,,48,8,,,,1587,16,,,,24374,63,,,,<LOD,57,,,,27,3,,,,19,2,,,,70,2,,,,8,1,,,,<LOD,1,,,,88,1,,,,129,1,,,,25,1,,,,257,1,,,,18,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,7,2,,,,<LOD,7,,,,22,1,,,,<LOD,12,,,,16,2,,,,3,1,,,,617806,720,
79,Geochem(2),,79,H01,33.604599,-101.8990021,980.5560303,,5/4/18,16:44:58,ppm,,,<LOD,5441,,,,54491,366,,,,234834,499,,,,<LOD,231,,,,135,14,,,,13449,43,,,,28067,65,,,,3867,58,,,,78,6,,,,42,8,,,,307,9,,,,22488,61,,,,<LOD,56,,,,22,3,,,,23,2,,,,64,1,,,,7,1,,,,<LOD,1,,,,91,1,,,,129,1,,,,29,1,,,,247,1,,,,20,1,,,,6,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,18,1,,,,<LOD,13,,,,17,2,,,,<LOD,6,,,,641572,718,
80,Geochem(2),,80,H02,33.604599,-101.8990021,980.1849976,,5/4/18,16:47:11,ppm,,,<LOD,11036,,,,57048,393,,,,217809,509,,,,332,31,,,,168,15,,,,13471,46,,,,19824,53,,,,3837,59,,,,83,6,,,,45,8,,,,407,10,,,,32660,86,,,,<LOD,70,,,,20,3,,,,26,2,,,,78,2,,,,8,1,,,,<LOD,2,,,,97,1,,,,132,1,,,,28,1,,,,262,1,,,,20,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,33,,,,<LOD,43,,,,<LOD,12,,,,<LOD,8,,,,40,1,,,,<LOD,13,,,,16,2,,,,3,1,,,,653579,760,
81,Geochem(2),,81,H03,33.604599,-101.8990021,976.8870239,,5/4/18,16:49:13,ppm,,,<LOD,5364,,,,60901,378,,,,255393,522,,,,<LOD,221,,,,139,14,,,,16119,49,,,,16103,44,,,,4096,58,,,,75,6,,,,38,8,,,,514,10,,,,26091,67,,,,<LOD,60,,,,22,3,,,,25,2,,,,72,2,,,,7,1,,,,<LOD,1,,,,96,1,,,,135,1,,,,26,1,,,,254,1,,,,20,1,,,,5,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,28,1,,,,<LOD,13,,,,21,2,,,,<LOD,6,,,,619820,735,
82,Geochem(2),,82,H04,33.60449982,-101.8990021,978.4589844,,5/4/18,16:51:41,ppm,,,<LOD,5914,,,,57834,383,,,,242843,526,,,,<LOD,243,,,,152,15,,,,14913,48,,,,17841,48,,,,3957,60,,,,64,6,,,,35,8,,,,264,9,,,,23138,64,,,,<LOD,58,,,,20,3,,,,24,2,,,,72,2,,,,5,1,,,,<LOD,1,,,,94,1,,,,129,1,,,,25,1,,,,250,1,,,,20,1,,,,8,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,33,,,,<LOD,43,,,,<LOD,12,,,,<LOD,7,,,,17,1,,,,<LOD,13,,,,20,2,,,,<LOD,6,,,,638272,743,
83,Geochem(2),,83,H05,33.604599,-101.8990021,980.526001,,5/4/18,16:53:49,ppm,,,<LOD,4778,,,,61901,362,,,,280298,529,,,,<LOD,194,,,,141,14,,,,15801,47,,,,15020,41,,,,4062,57,,,,70,6,,,,46,8,,,,255,8,,,,24064,61,,,,<LOD,56,,,,20,3,,,,24,2,,,,68,1,,,,6,1,,,,<LOD,1,,,,94,1,,,,127,1,,,,25,1,,,,241,1,,,,19,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,3,1,,,,22,1,,,,<LOD,12,,,,16,2,,,,<LOD,6,,,,597675,720,
84,Geochem(2),,84,H06,33.60449982,-101.8990021,980.2420044,,5/4/18,16:56:27,ppm,,,<LOD,8808,,,,57372,368,,,,249606,513,,,,101,30,,,,259,15,,,,14347,45,,,,25945,61,,,,3916,58,,,,68,6,,,,55,8,,,,262,8,,,,23482,63,,,,<LOD,57,,,,21,3,,,,25,2,,,,68,2,,,,5,1,,,,<LOD,1,,,,92,1,,,,127,1,,,,26,1,,,,261,1,,,,19,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,18,1,,,,<LOD,13,,,,16,2,,,,<LOD,6,,,,623901,729,
85,Geochem(2),,85,H07,33.60449982,-101.8990021,,,5/4/18,16:58:46,ppm,,,<LOD,6118,,,,62089,394,,,,238176,522,,,,<LOD,240,,,,207,15,,,,14663,47,,,,13605,41,,,,3851,58,,,,73,6,,,,24,8,,,,236,8,,,,33520,84,,,,<LOD,70,,,,25,3,,,,26,2,,,,81,2,,,,7,1,,,,<LOD,1,,,,97,1,,,,124,1,,,,23,1,,,,243,1,,,,20,1,,,,7,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,23,1,,,,<LOD,13,,,,18,2,,,,<LOD,6,,,,632863,758,
86,Geochem(2),,86,H08,33.60449982,-101.8990021,,,5/4/18,17:01:14,ppm,,,<LOD,4862,,,,61875,362,,,,263808,513,,,,<LOD,174,,,,168,14,,,,15274,46,,,,20172,49,,,,3883,56,,,,69,6,,,,46,8,,,,228,8,,,,24049,61,,,,<LOD,56,,,,19,3,,,,27,2,,,,69,2,,,,5,1,,,,<LOD,1,,,,96,1,,,,124,1,,,,29,1,,,,242,1,,,,20,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,4,1,,,,21,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,609758,716,
87,Geochem(2),,87,H09,33.604599,-101.8990021,978.7030029,,5/4/18,17:03:29,ppm,,,<LOD,10292,,,,52447,373,,,,237131,522,,,,<LOD,247,,,,251,16,,,,14284,47,,,,18758,50,,,,4103,60,,,,73,7,,,,28,8,,,,267,9,,,,22400,63,,,,<LOD,57,,,,20,3,,,,23,2,,,,66,2,,,,6,1,,,,<LOD,1,,,,92,1,,,,126,1,,,,23,1,,,,264,1,,,,20,1,,,,9,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,33,,,,<LOD,43,,,,9,2,,,,<LOD,7,,,,19,1,,,,<LOD,13,,,,22,2,,,,<LOD,6,,,,649559,733,
88,Geochem(2),,88,H10,33.60440063,-101.8990021,978.684021,,5/4/18,17:05:36,ppm,,,<LOD,5283,,,,65080,379,,,,268703,528,,,,<LOD,208,,,,136,14,,,,15894,48,,,,10651,35,,,,4067,58,,,,64,6,,,,53,8,,,,281,8,,,,22781,60,,,,<LOD,55,,,,24,3,,,,22,2,,,,74,2,,,,5,1,,,,<LOD,1,,,,94,1,,,,124,1,,,,26,1,,,,252,1,,,,20,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,19,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,611606,725,
89,Geochem(2),,89,F,33.60440063,-101.8990021,978.684021,,5/4/18,17:07:49,ppm,,,<LOD,5465,,,,62905,375,,,,262555,524,,,,<LOD,201,,,,150,14,,,,14868,46,,,,6995,29,,,,3763,56,,,,86,6,,,,64,8,,,,446,10,,,,23589,61,,,,<LOD,56,,,,26,3,,,,23,2,,,,71,2,,,,5,1,,,,<LOD,1,,,,93,1,,,,111,1,,,,25,1,,,,248,1,,,,17,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,7,2,,,,<LOD,7,,,,21,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,623912,716,
90,Geochem(2),,90,F,33.604599,-101.8990021,979.3980103,,5/4/18,17:10:39,ppm,,,<LOD,9102,,,,63429,374,,,,262258,520,,,,<LOD,195,,,,145,14,,,,15192,46,,,,7008,29,,,,3890,56,,,,75,6,,,,39,8,,,,367,9,,,,23995,62,,,,<LOD,56,,,,21,3,,,,28,2,,,,70,2,,,,6,1,,,,<LOD,1,,,,94,1,,,,111,1,,,,25,1,,,,274,1,,,,18,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,19,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,622916,713,
91,Geochem(2),,91,I01,33.604599,-101.8990021,979.9819946,,5/4/18,17:13:53,ppm,,,<LOD,5123,,,,65893,377,,,,265588,519,,,,<LOD,195,,,,132,14,,,,15382,46,,,,12054,36,,,,3720,55,,,,67,6,,,,49,8,,,,397,9,,,,22895,59,,,,<LOD,55,,,,17,3,,,,25,2,,,,59,1,,,,6,1,,,,<LOD,1,,,,88,1,,,,105,1,,,,26,1,,,,266,1,,,,17,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,18,5,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,17,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,613161,717,
92,Geochem(2),,92,I02,33.604599,-101.8990021,975.8540039,,5/4/18,17:16:29,ppm,,,<LOD,4657,,,,67231,358,,,,272302,499,,,,<LOD,176,,,,193,13,,,,15615,44,,,,8366,29,,,,4197,55,,,,73,6,,,,45,7,,,,410,9,,,,24664,59,,,,<LOD,54,,,,21,2,,,,24,2,,,,69,1,,,,8,1,,,,<LOD,1,,,,93,1,,,,114,1,,,,26,1,,,,259,1,,,,18,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,37,,,,<LOD,10,,,,3,1,,,,19,1,,,,<LOD,12,,,,14,2,,,,2,1,,,,606234,685,
93,Geochem(2),,93,F,33.604599,-101.8990021,975.8540039,,5/4/18,17:18:58,ppm,,,<LOD,4977,,,,68160,373,,,,279078,523,,,,<LOD,183,,,,143,14,,,,15754,46,,,,5418,26,,,,3958,55,,,,73,6,,,,41,8,,,,408,9,,,,23657,59,,,,<LOD,55,,,,18,3,,,,28,2,,,,65,1,,,,7,1,,,,<LOD,1,,,,90,1,,,,107,1,,,,26,1,,,,263,1,,,,18,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,4,1,,,,17,1,,,,<LOD,12,,,,12,2,,,,3,1,,,,602649,709,
94,Geochem(2),,94,I03,33.60490036,-101.8990021,969.0209961,,5/4/18,17:22:28,ppm,,,<LOD,10015,,,,60430,382,,,,247117,522,,,,<LOD,222,,,,180,15,,,,14996,47,,,,10901,36,,,,3824,57,,,,70,6,,,,51,8,,,,378,9,,,,23918,64,,,,<LOD,58,,,,28,3,,,,27,2,,,,68,2,,,,6,1,,,,<LOD,1,,,,93,1,,,,117,1,,,,26,1,,,,275,1,,,,19,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,20,1,,,,<LOD,13,,,,16,2,,,,<LOD,6,,,,637432,729,
95,Geochem(2),,95,I04,33.60490036,-101.8990021,969.0209961,,5/4/18,17:25:24,ppm,,,<LOD,10090,,,,57217,368,,,,239023,504,,,,<LOD,227,,,,276,15,,,,14035,45,,,,8844,31,,,,4079,57,,,,66,6,,,,46,8,,,,466,10,,,,23665,63,,,,<LOD,56,,,,23,3,,,,26,2,,,,68,2,,,,6,1,,,,<LOD,1,,,,93,1,,,,112,1,,,,25,1,,,,264,1,,,,17,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,21,1,,,,<LOD,12,,,,14,2,,,,<LOD,6,,,,651607,702,
96,Geochem(2),,96,I05,33.604599,-101.8990021,963.6500244,,5/4/18,17:27:57,ppm,,,<LOD,4493,,,,65587,358,,,,278946,512,,,,<LOD,184,,,,189,13,,,,16076,46,,,,16150,41,,,,3903,55,,,,78,6,,,,41,8,,,,359,9,,,,24504,60,,,,<LOD,55,,,,19,3,,,,27,2,,,,71,1,,,,6,1,,,,<LOD,1,,,,97,1,,,,127,1,,,,30,1,,,,236,1,,,,19,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,6,2,,,,<LOD,7,,,,21,1,,,,<LOD,12,,,,14,2,,,,<LOD,6,,,,593494,704,
97,Geochem(2),,97,I06,33.60469818,-101.8990021,965.0739746,,5/4/18,17:30:47,ppm,,,<LOD,4502,,,,67195,361,,,,283049,515,,,,<LOD,179,,,,215,13,,,,16370,46,,,,11797,35,,,,4032,55,,,,68,6,,,,50,8,,,,434,9,,,,24443,59,,,,<LOD,55,,,,23,3,,,,29,2,,,,71,1,,,,7,1,,,,<LOD,1,,,,97,1,,,,122,1,,,,25,1,,,,245,1,,,,18,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,19,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,591676,702,
98,Geochem(2),,98,I07,33.604599,-101.8990021,964.3699951,,5/4/18,17:33:26,ppm,,,<LOD,4750,,,,62873,356,,,,264564,501,,,,<LOD,193,,,,266,14,,,,14793,44,,,,15841,41,,,,3951,55,,,,70,6,,,,54,8,,,,415,9,,,,23533,59,,,,<LOD,54,,,,24,3,,,,26,2,,,,68,1,,,,6,1,,,,<LOD,1,,,,93,1,,,,120,1,,,,29,1,,,,271,1,,,,16,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,18,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,612956,694,
99,Geochem(2),,99,F,33.60449982,-101.8990021,971.3439941,,5/4/18,17:35:56,ppm,,,3473,1053,,,,64437,376,,,,266465,586,,,,<LOD,188,,,,151,14,,,,15225,48,,,,5183,26,,,,4046,56,,,,71,6,,,,58,8,,,,435,9,,,,24414,66,,,,<LOD,55,,,,24,3,,,,27,2,,,,70,1,,,,6,1,,,,<LOD,1,,,,97,1,,,,108,1,,,,27,1,,,,273,1,,,,18,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,18,1,,,,<LOD,12,,,,13,2,,,,3,1,,,,615359,959,
100,Geochem(2),,100,I08,33.604599,-101.8990021,973.2890015,,5/4/18,17:38:13,ppm,,,<LOD,5157,,,,65635,372,,,,268562,518,,,,<LOD,189,,,,137,14,,,,15561,46,,,,7462,29,,,,4118,56,,,,77,6,,,,48,8,,,,565,10,,,,24178,61,,,,<LOD,55,,,,25,3,,,,24,2,,,,70,1,,,,7,1,,,,<LOD,1,,,,94,1,,,,110,1,,,,28,1,,,,269,1,,,,18,1,,,,4,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,22,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,612973,709,
101,Geochem(2),,101,I09,33.604599,-101.8990021,977.1630249,,5/4/18,17:41:03,ppm,,,<LOD,4701,,,,65466,365,,,,276039,516,,,,<LOD,189,,,,181,14,,,,15994,46,,,,14421,39,,,,3950,56,,,,66,6,,,,42,8,,,,381,9,,,,24188,60,,,,<LOD,55,,,,21,3,,,,28,2,,,,69,1,,,,6,1,,,,<LOD,1,,,,96,1,,,,120,1,,,,28,1,,,,275,1,,,,18,1,,,,4,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,3,1,,,,20,1,,,,<LOD,12,,,,14,2,,,,<LOD,6,,,,598573,710,
102,Geochem(2),,102,I10,33.60469818,-101.8990021,980.8729858,,5/4/18,17:44:08,ppm,,,<LOD,5653,,,,46692,357,,,,194827,459,,,,<LOD,219,,,,349,15,,,,11518,41,,,,55600,122,,,,3385,57,,,,68,6,,,,61,9,,,,370,10,,,,20247,60,,,,<LOD,56,,,,25,3,,,,25,2,,,,60,2,,,,7,1,,,,<LOD,2,,,,87,1,,,,119,1,,,,30,1,,,,247,1,,,,18,1,,,,9,1,,,,<LOD,20,,,,<LOD,22,,,,<LOD,34,,,,<LOD,44,,,,<LOD,12,,,,<LOD,7,,,,16,1,,,,<LOD,14,,,,22,2,,,,<LOD,6,,,,666218,723,
103,Geochem(2),,103,J01,33.60449982,-101.8990021,982.7739868,,5/4/18,17:52:16,ppm,,,<LOD,5598,,,,68320,385,,,,265317,521,,,,<LOD,190,,,,117,14,,,,14452,45,,,,2327,22,,,,3646,54,,,,79,6,,,,41,8,,,,408,9,,,,22725,59,,,,<LOD,54,,,,26,3,,,,22,2,,,,63,1,,,,7,1,,,,<LOD,1,,,,83,1,,,,86,1,,,,23,1,,,,281,1,,,,17,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,3,1,,,,18,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,621926,709,
104,Geochem(2),,104,F,33.604599,-101.8990021,981.2069702,,5/4/18,17:54:43,ppm,,,<LOD,5300,,,,68638,380,,,,272790,522,,,,<LOD,182,,,,131,14,,,,15023,45,,,,2170,22,,,,3732,54,,,,70,6,,,,35,8,,,,383,9,,,,22658,58,,,,<LOD,53,,,,21,3,,,,23,2,,,,60,1,,,,7,1,,,,<LOD,1,,,,84,1,,,,85,1,,,,24,1,,,,271,1,,,,17,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,16,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,613746,705,
105,Geochem(2),,105,J02,33.604599,-101.8990021,981.9630127,,5/4/18,17:57:39,ppm,,,<LOD,5312,,,,67339,379,,,,275968,528,,,,<LOD,185,,,,154,14,,,,14869,45,,,,2517,22,,,,3452,53,,,,66,6,,,,46,8,,,,356,9,,,,20838,55,,,,<LOD,52,,,,19,3,,,,18,2,,,,57,1,,,,7,1,,,,<LOD,1,,,,78,1,,,,85,1,,,,23,1,,,,305,1,,,,16,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,613753,707,
106,Geochem(2),,106,J03,33.604599,-101.8990021,982.5300293,,5/4/18,18:00:12,ppm,,,<LOD,5351,,,,63311,370,,,,252183,501,,,,<LOD,201,,,,156,14,,,,14104,43,,,,12376,36,,,,3926,55,,,,76,6,,,,55,8,,,,364,9,,,,22797,59,,,,<LOD,54,,,,23,3,,,,23,2,,,,64,1,,,,7,1,,,,<LOD,1,,,,87,1,,,,98,1,,,,24,1,,,,288,1,,,,17,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,17,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,629992,698,
